매수;004490;004490;시장가;0;0;주문완료
매수;039010;039010;시장가;0;0;주문완료
매수;192440;192440;시장가;0;0;주문완료
매수;015230;015230;시장가;0;0;주문완료
매수;010240;010240;시장가;0;0;주문완료
매수;282880;282880;시장가;0;0;주문완료
매수;013120;013120;시장가;0;0;주문완료
매수;045100;045100;시장가;0;0;주문완료
매수;094820;094820;시장가;0;0;주문완료
매수;014530;014530;시장가;0;0;주문완료
매수;236200;236200;시장가;0;0;주문완료
매수;052330;052330;시장가;0;0;주문완료
매수;017890;017890;시장가;0;0;주문완료
매수;036670;036670;시장가;0;0;주문완료
매수;102710;102710;시장가;0;0;주문완료
매수;048870;048870;시장가;0;0;주문완료
매수;036200;036200;시장가;0;0;주문완료
매수;094480;094480;시장가;0;0;주문완료
매수;036710;036710;시장가;0;0;주문완료
